date,year,type,country,state,location,activity,sex,age,injury,time,species
15-Jul-1950,1950,Unprovoked,cuba,caribbean sea,,Swept off deck of S.S.Frontenac enroute from West Indies to US,M,30,Injured,18h15 to 21h30,
10-Jul-1950,1950,Unprovoked,usa,texas,near port arthur,Swimming,M,11,Injured,,Hammerhead shark
09-Jul-1950,1950,Invalid,usa,texas,galveston bay,Unknown,M,,Fatal,,Not confirmed
Jul-1950,1950,Unprovoked,usa,florida,"rock harbor, key largo, monroe county",Diving,M,21,Injured,,0.7 m [2.5'] shark
25-Jun-1950,1950,Unprovoked,usa,new york,"beach 103rd street, rockaway",Swimming,M,16,Injured,,"""sand shark"""
06-Jun-1950,1950,Sea Disaster,usa,florida,275 miles northeast of miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,25,Fatal,09h00,
24-May-1950,1950,Unprovoked,south africa,kwazulu-natal,port edward,Treading water,M,27,Injured,10h30,
01-May-1950,1950,Watercraft,italy,tyrrhenian sea,"sprizze, isola d'elba",Fishing,M,,No injury,,White shark
09-Apr-1950,1950,Sea Disaster,australia,queensland,cooper's point,Fishing,M,50,Fatal,,
09-Apr-1950,1950,Unprovoked,south africa,eastern cape province,off port elizabeth breakwater,Fishing,M,,"Shark bit foot, removing 2 toes",,2.13 m shark
26-Mar-1950,1950,Unprovoked,south africa,eastern cape province,"off bank of ntshala river, morgan bay",Wading,M,,Injured,Midday,1.5 m to 1.8 m [5' to 6'] “spear-eye” shark 
08-Mar-1950,1950,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Lifesaving drill,M,20,Fatal,18h50,
01-Mar-1950,1950,Invalid,australia,western australia,"city beach, perth",Suicide,M,,Injured,,Invalid
Reported 18-Feb-1950,1950,Unprovoked,australia,western australia,"cottesloe, perth",Fishing,M,,Injured,,small carpet shark
11-Feb-1950,1950,Unprovoked,south africa,kwazulu-natal,"south beach, durban",Surfing,M,14,Fatal,14h30,White shark
16-Jan-1950,1950,Invalid,usa,hawaii,"kahakuloa, maui",Fishing,M,,"His remains were recovered from a “huge shark” caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",Night,Not confirmed
Reported 12-Jan-1950,1950,Unprovoked,australia,victoria,south werribee beach,Swimming,M,,Injured,,
1950,1950,Watercraft,australia,tasmania,triabunna,Sitting on side of dinghy mending a net,M,,No injury,,White shark
1950,1950,Unprovoked,sri lanka,eastern province,heda oya estuary,Fishing,M,,Buttock removed,,Possibly a lemon shark
1950,1950,Unprovoked,sri lanka,southern province,dodnduwa,Fishing,M,,No injury,,Whtietip reef shark
1950 - 1951,1950,Unprovoked,liberia,montserrado,monrovia,Defecating in water beneath the docks,M,,Fatal,,
Summer 1950,1950,Unprovoked,indonesia,jakarta harbour,on rock near yacht club,Bending over,M,7 or 8,Fatal,1500,Tiger shark
1950,1950,Unprovoked,usa,florida,"jacksonville beach, duval county",Standing,M,,Injured,,
1950s,1950,Invalid,usa,hawaii,"waikiki, o'ahu",Fishing,M,,No injury,,White shark
1950,1950,Unprovoked,panama,canal zone,300 yards west of mouth of the chagres river,Bathing ,M,,Foot & hand severed,13h00,Black shark
Summer 1950,1950,Unprovoked,greece,,"piraeus, athens",Swimming,M,,Fatal,,
1950,1950,Unprovoked,singapore,singapore harbor,,Diving,M,,Fatal,,
1950,1950,Unprovoked,new caledonia,north province,"voh, near meatworks",Fishing,M,,"Shark jumped from sea, taking fish & his right arm",,
Ca. 1950,1950,Unprovoked,new caledonia,north province,mangalia reef above touho,Diving,M,,Injured,,
Ca. 1950,1950,Unprovoked,fiji,,near lautoka,Unknown,M,,Injured,,
Dec-1949,1949,Unprovoked,australia,victoria,seaholme,Lying on the bottom of a 16' dinghy,M,35,No injury,,Grey shark
20-Nov-1949,1949,Unprovoked,australia,new south wales,"kurnell, botany bay",Diving,M,36,Injured,Afternoon,6' shark
12-Nov-1949,1949,Invalid,australia,victoria,port phillip bay,No details,M,,Fatal,,Not confirmed
28-Aug-1949,1949,Unprovoked,australia,queensland,yorkey’s knob beach near cairns,Swimming,M,21,Abdomen & chest abraded,13h20,
28-Aug-1949,1949,Unprovoked,australia,queensland,yorkey’s knob beach near cairns,Swimming,M,34,Fatal,13h20,
17-Aug-1949,1949,Invalid,italy,tuscany,elba island,Swimming,M,17,No injury,,2 m shark
16-Aug-1949,1949,Unprovoked,australia,tasmania,flinders island,Swimming,M,18,Injured,16h00,
Reported 10-Aug-1949,1949,Unprovoked,italy,calabria,cosenza,Swimming,M,21,Right hand severed,,
07-July-1949,1949,Unprovoked,iran,shatt-el-arab river,,Swimming,M,18,Injured,,
28-Jul-1949,1949,Unprovoked,iran,shatt-al-arab river,bashamir,Swimming,M,18,Fatal,,
25-Jul-1949,1949,Unprovoked,usa,south carolina,"oketee river, jasper county",Floating on his back,M,16,Injured,15h00,
16-Jul-1949,1949,Provoked,usa,california,"10 miles off redondo beach, los angeles county",Fishing,M,16,Injured,,"Bonita sharkk, 200-lb"
13-Jun-1949,1949,Sea Disaster,china,,between tientsin & hong kong,Fishing,M,,Fatal,,
16-May-1949,1949,Unprovoked,australia,western australia,broome,Bathing,F,22,"Left arm severed above elbow, recovered 5 days afterwards from shark’s gut",,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley"
13-May-1949,1949,Provoked,australia,new south wales,nelson's bay,"Examining netted shark, that had been shot",M,26,Injured,,
18-Apr-1949,1949,Provoked,australia,queensland,"nerang river, southpot",Fishing,M,,Injured,,3' shark
17-Apr-1949,1949,Unprovoked,australia,queensland,"ellis beach, 20 miles from cairns",Bathing in water 0.9 m deep,M,13,Fatal,13h30,"3.3 m [10'9""] shark"
13-Apr-1949,1949,Unprovoked,mexico,tamaulipas,"miramar beach, tampico",Bathing,M,,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",,
Mar-1949 or Apr-1949,1949,Watercraft,australia,south australia,18 miles south of port augusta,Unknown,M,,,,
23-Jan-1949,1949,Unprovoked,australia,new south wales,"bar beach, newcastle",Lifesaving exhibition,M,20,Fatal,15h00,White shark
14-Jan-1949,1949,Invalid,australia,new south wales,off north bondi,Surfing,M,32,No injury,Afternoon,Invalid
13-Jan-1949,1949,Unprovoked,australia,new south wales,"mona vale, near sydney",Surfing,M,,No injury,,
05-Jan-1949,1949,Invalid,australia,western australia,"leighton beach, north fremantle",Unknown,M,,Human hand recovered from 2.4 m [8'] tiger shark,,Not confirmed
1949-1950,1949,Watercraft,italy,tyrrhenian sea,san vincenzo,Fishing,M,,No injury,,White shark
1949,1949,Unprovoked,new guinea,calvados archipelago,"sabara island, calvados chain 11.4s, 153e",Unknown,M,,Fatal,,
1949,1949,Unprovoked,papua new guinea,new ireland province,"kulengei, southeast of kalili, kavieng",Unknown,M,,Injured,,
1949,1949,Unprovoked,papua new guinea,new ireland province,"enang , kavieng",Unknown,M,,Injured,,
1949,1949,Unprovoked,papua new guinea,bougainville (north solomons),"orava (aravo) islet , near kieta.",Fishing,M,18,Fatal,,
1949,1949,Unprovoked,papua new guinea,bougainville (north solomons),"sohano island, buka passage",Swimming,M,,Hand severed,,
1949,1949,Unprovoked,new guinea,"abau sub district, central province",kerpuna,Swimming,M,,Fatal,,
27-Dec-1948,1948,Unprovoked,australia,western australia,lancelin island,Swimming,M,17,Fatal,,Tiger shark
26-Dec-1948,1948,Unprovoked,australia,queensland,"king’s beach, caloundra","Treading water, waiting for a wave",M,28,Fatal,11h30,
14-Dec-1948,1948,Unprovoked,iran,shat-al-arab river,abadan,Unknown,M,19,Left thumb severed,,
14-Dec-1948,1948,Unprovoked,cuba,guantanamo province,10 miles off cape maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",M,14,"2 hours later shark bit Jeppsen’s feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",,
10-Dec-1948,1948,Unprovoked,australia,queensland,rib reef off townsville,Fishing,M,,Injured,,
05-Dec-1948,1948,Sea Disaster,north pacific ocean,between kwajalein atoll & johnston island,500 nautical miles southwest of johnston island,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,,Injured,Dark,
 18-Nov-1948,1948,Unprovoked,australia,torres strait,"saibai island, 80 miles north of cape york",Diving,M,41,Injured,,
22-Sep-1948,1948,Unprovoked,greece,attica,keratsini,Swimming,M,17,Fatal,16h00,Said to be 6.4 m [21'] shark
19-Sep-1948,1948,Unprovoked,usa,hawaii,"off makapauu point, o'ahu",Swimming,M,,Injured,,
19-Sep-1948,1948,Unprovoked,usa,hawaii,"off makapauu point, o'ahu",Fishing,M,,Injured,,
Reported 17-Sep-1848,1848,Unprovoked,turkey,adana province,yumurtalik,Swimming,M,,Fatal,,
15-Sep-1948,1948,Sea Disaster,mid atlantic ocean,,bound from new york to london in ballast,Leicester abandoned in a hurricane,M,,Fatal,,
02-Sep-1948,1948,Unprovoked,iran,bandar ma’shur sea inlet,,Bathing or washing,F,60,Fatal,,
19-Aug-1948,1948,Unprovoked,iran,shatt-al-arab river,,Unknown,M,13,Fatal,,
03-Aug-1948,1948,Unprovoked,iran,shatt-al-arab river,bashamir,Swimming,M,15,Injured,,
Aug-1948,1948,Provoked,bahamas,bimini islands,lerner marine laboratory,Spearfishing,M,41,Shark that he speared bit his calf     PROVOKED INCIDENT,,"Lemon shark, 4'"
01-Jul-1948,1948,Unprovoked,usa,us virgin islands,"st. john, genti bay",Swimming,M,46,Fatal,,
Reported 06-Jun-1948,1948,Unprovoked,northern mariana islands,saipan,,Swimming,M,,Injured,,
10-May-1948,1948,Provoked,iran,shatt-al-arab river,,Fishing,M,38,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",,
10-Apr-1948,1948,Provoked,south africa,western cape province,gansbaai,"Bringing hooked, harpooned shark onboard boat",M,,Injured,,
"Reported 13-Mar-1948 ""Bitten last weekend",1948,Unprovoked,kenya,coast province,mombasa,Unknown,M,,Fatal,,
11-Mar-1948,1948,Invalid,senegal,cap vert peninsula,between joal & sangomar near dakar,Unknown,M,,Fragment of human foot recovered from 300-kg [662-lb] tiger shark,,Not confirmed
Mar-1948,1948,Provoked,papua new guinea,"new ireland province, bismarck archipelago","punam passage, rataman census div, namatanai",Fishing,M,30,Injured,,Grey shark
13-Feb-1948,1948,Sea Disaster,usa,texas,"gulf of mexico between brownsville & carmen, mexico","C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,,Fatal,,
12-Feb-1948,1948,Unprovoked,australia,new south wales,"stockton beach, newcastle",Swimming,M,16,Fatal,,3.7 m [12'] shark
25-Jan-1948,1948,Unprovoked,australia,new south wales,"mona vale, near sydney",Surfing,M,,No injury,,6' shark
Summer 1948,1948,Provoked,usa,florida,biscayne bay,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,Afternoon,Nurse shark
1948,1948,Unprovoked,new guinea,morobe province,finschafen,Fishing,M,,Injured,,
1948,1948,Provoked,papua new guinea,bougainville (north solomons),"tung island, off the west coast of buka island",Fishing,M,,Injured,,
1948,1948,Watercraft,south africa,western cape province,false bay,Fishing,M,,No injury,,
21-Dec-1947,1947,Unprovoked,australia,new south wales,"watson taylor's lake, 25 miles south of port macquarie",Fishing,M,9,Leg gashed,P.M.,Grey shark
Reported 15-Dec-1947,1947,Invalid,south africa,kwazulu-natal,durban,Unknown,M,,Fatal,,Not confirmed
Dec-1947,1947,Unprovoked,senegal,,"tiaroye, near dakar, cap vert peninsula",Diving,M,,Fatal,11h00,Tiger shark
23-Nov-1947,1947,Watercraft,australia,south australia,3 miles out to sea off glenelg,Fishing,M,,No injury,,5.5 m [18'] shark
14-Nov-1947,1947,Unprovoked,australia,new south wales,"knobby's beach, newcastle",Surfing,M,17,No injury,Dusk,
14-Nov-1947,1947,Unprovoked,australia,new south wales,"knobby's beach, newcastle",Surfing,M,16,No injury,Dusk,
08-Nov-1947,1947,Unprovoked,australia,new south wales,"maria river, port macquarie, 12 miles from river mouth",Swimming,M,12,Fatal,16h00,
08-Nov-1947,1947,Unprovoked,australia,new south wales,"maria river, port macquarie, 12 miles from river mouth",Swimming,M,13,Injured,16h00,
Nov-1947,1947,Unprovoked,australia,queensland,moreton bay,Unknown,M,78,Fatal,,
28-Oct-1947,1947,Unprovoked,australia,northern territory,"mornington island, gulf of carpentaria",Fishing,M,,Kneecap removed,,
10-Oct-1947,1947,Unprovoked,brazil,pernambuco,piedade,Swimming,M,25,Fatal,,
04-Aug-1947,1947,Unprovoked,usa,florida,in a canal 10 miles north of st augustine,Swimming,M,20,Fatal,A.M.,Possibly C. leucas
Reported 27-Jul-1947,1947,Provoked,usa,california,"santa monica, los angeles county",Fishing,M,46,PROVOKED INCIDENT,,a small shark
Reported 24-Jul-1947,1947,Unprovoked,australia,northern territory,darwin harbour,Diving,M,,Suit ripped,,"Most likely, a small shark"
15-Jul-1947,1947,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Swimming,M,20,Injured,Morning,
Jul-1947,1947,Invalid,greece,carpathian sea,dodecanese islands,Jumped overboard ,M,,Shark involvement  unconfirmed,,Questionable
27-Jun-1947,1947,Unprovoked,usa,hawaii,"off waianae, o'ahu",Fishing,M,35,Injured,10h30,
16-Jun-1947,1947,Watercraft,australia,new south wales,coogee,Fishing,M,,No injury,,Tiger shark
Reported 13-May-1947,1947,Unprovoked,kenya,coast province,"kilindini harbor, mombasa",Swimming,M,,Knee grazed,,
20-Apr-1947,1947,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Treading water,M,21,Injured,12h00,"1.5 m, 45-kg shark"
11-Apr-1947,1947,Unprovoked,south africa,kwazulu-natal,"rocket hut beach, durban",Surfing,M,14,Injured,17h30,
06-Apr-1947,1947,Unprovoked,australia,new south wales,palm beach,Surfing,M,17,No injury,,
Apr-1947,1947,Provoked,pacific ocean,,off central american coast at 8n.79w,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,Injured,11h00,
12-Mar-1947,1947,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Wading,M,18,Injured,16h10,
09-Mar-1947,1947,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Treading water,M,22,Injured,12h00,Black shark
23-Feb-1947,1947,Watercraft,australia,queensland,palm beach,Fishing,M,,No injury,,
Reported 06-Feb-1947,1947,Provoked,bahamas,new providence island,cable beach,Attempting to ride a shark,M,,Injured,,5' shark
Feb-1947,1947,Unprovoked,brazil,rio de janeiro,copacabana,Bathing,M,,Fatal,,
14-Jan-1947,1947,Watercraft,australia,new south wales,"berry's bay, sydney harbour",Rowing,M,17 & 16,No injury,,"4.5  m [14'9""] shark"
05-Jan-1947,1947,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Treading water,M,18,Injured,15h50,>1.6 m shark
28-Dec-1946,1946,Unprovoked,australia,south australia,glenelg,Swimming,M,23,Injured,,
Reported 24-Dec-1946,1946,Watercraft,australia,queensland,"auckland creek, gladstone",Unknown,M,,Shark jumped into cockpit,,7' shark
20-Nov-1946,1946,Unprovoked,australia,torres strait,40 miles off thursday island,Diving,M,30,Fatal,,
Reported 26-Oct-1946,1946,Unprovoked,marshall islands,kwajalein,,Fishing,M,,Fatal,,
14-Oct-1946,1946,Unprovoked,australia,new south wales,"mark’s point, swan bay, lake macquarie",Swimming,M,15,Injured,,
24-Aug-1946,1946,Unprovoked,israel,gaza,jura village,Fishing,M,15,Injured,,
18-Aug-1946,1946,Unprovoked,australia,queensland,"ellis beach, 20 miles from cairns",Swimming,M,30,Fatal,15h20,4.3 m [14'] shark
18-Jul-1946,1946,Unprovoked,iran,khuzestan province,"dorquain, on the karun river",Fishing,M,12,Radius & ulna bared,,
18-Jul-1946,1946,Unprovoked,iran,khuzestan province,"ahvaz, on the karun river, 275 km from the sea",Swimming,M,12,Injured,,Possibly C. leucas
28-Jun-1946,1946,Unprovoked,india,,chennai,Bathing,M,14,Injured,,
09-May-1946,1946,Unprovoked,tanzania,dar-es-salaam,dar-es-salaam harbor,Swimming,M,,Injured,,
19-Apr-1946,1946,Unprovoked,australia,queensland,"trinity beach, cairns",Swimming,M,17,Fatal,13h30,
Apr-1946,1946,Watercraft,australia,south australia,port newby,Fishing,M,,No injury,,6 m [20']  shark
20-Mar-1946,1946,Watercraft,australia,south australia,grange,Fishing,M,28,No injury,19h00,
16-Feb-1946,1946,Unprovoked,south africa,kwazulu-natal,"south beach, durban",Treading water,M,21,Injured,16h00,
10-Feb-1946,1946,Unprovoked,australia,western australia,"city beach, perth",Standing,M,18,Injured,12h15,White shark
10-Feb-1946,1946,Unprovoked,south africa,kwazulu-natal,"battery beach, durban",Swimming,M,18,Injured,09h15,
24-Jan-1946,1946,Unprovoked,south africa,kwazulu-natal,"battery beach, durban",Treading water,M,15,Injured,17h15,
24-Jan-1946,1946,Unprovoked,south africa,kwazulu-natal,"battery beach, durban",Swimming,M,,Injured,Afternoon,
17-Jan-1946,1946,Unprovoked,australia,queensland,townsville,Unknown,M,12,Injured,,small shark
07-Jan-1946,1946,Unprovoked,south africa,western cape province,false bay,Jumping in swells,M,18,Injured,12h00,1.5 m [5'] shark
05-Jan-1946,1946,Unprovoked,australia,new south wales,"oatley bay near como, george’s river",Swimming,F,14,Fatal,,
01-Jan-1946,1946,Unprovoked,south africa,eastern cape province,"pollock beach, port elizabeth",Surfing,M,24,Injured,A.M.,
1946,1946,Watercraft,south africa,western cape province,plettenberg bay,Unknown,M,,No injury,,
1946,1946,Watercraft,south africa,western cape province,table bay,Unknown,M,,"Shark holed and sank boat, occupants rescued",,
1946,1946,Unprovoked,persian gulf,"""head of the gulf""",,Bitten after dhow shipwrecked,F,,Injured,,
23-Sep-1945,1945,Unprovoked,hong kong,,tweed beach,Bathing,M,,Fatal,"""shortly before dusk""",
19-Sep-1945,1945,Sea Disaster,okinawa,,,Swimming,M,20,Injured,,
16-Sep-1945,1945,Sea Disaster,japan,ryukyu,,Swimming,M,,Fatal,,
06-Sep-1945,1945,Unprovoked,iran,shatt-al-arab river,bashamir,Swimming,M,13,Injured,,
19-Aug-1945,1945,Unprovoked,iran / iraq,shatt-al-arab river,vicinity of abadan,Unknown,M,,Lower left leg amputated,,
06-Aug-1945,1945,Unprovoked,usa,north carolina,ocracoke,Unknown,M,,Fatal,,
30-Jul-1945,1945,Sea Disaster,philippines,in transit between tinian and leyte,200 miles leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,M,,Injured,,
Jul-1945,1945,Sea Disaster,java,northern java,off cheribon,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",M,,Injured,Dusk,
15-Jun-1945,1945,Unprovoked,australia,queensland,"trinity beach, cairns",Swimming,M,,Fatal,16h00,
08-May-1945,1945,Unprovoked,usa,north carolina,"ocracoke inlet, carteret county",Swimming,M,,Fatal,,
06-Mar-1945,1945,Unprovoked,south africa,kwazulu-natal,scottburgh,Walking,M,37,Injured,16h30,Thought to involve a Zambesi shark
05-Feb-1945,1945,Unprovoked,israel,tel aviv,,Swimming,M,,Injured,,
1945,1945,Unprovoked,jamaica,,,Diving,M,,Hand severed,,
1945,1945,Unprovoked,cuba,havana province,cojimar,"Playing on rock, slipped & fell into the water",M,,Fatal,,
1945,1945,Unprovoked,panama,colon province,"mouth of rio dudio, 50 miles west of the city of colon",Bathing with her mother,F,8 or 10,Injured,,
1945,1945,Unprovoked,iraq,basrah,shatt-al arab river,Swimming,M,15,Injured,12h00,Bull shark
Between 18 & 22-Dec 1944,1944,Sea Disaster,philippines,300 miles east of luzon,uss hull dd-350 was one of 3 destroyers that capsized in typhoon cobra,Swimming,M,19,Injured,,9' shark
02-Dec-1944,1944,Provoked,usa,florida,3 miles north of the inlet at palm beach,Fishing,M,,No injury,,Tiger shark
08-Nov-1944,1944,Sea Disaster,sierra leone,western area,freetown,Unknown,M,18,Fatal,,
01-Nov-1944,1944,Invalid,australia,queensland,maroochydore beach,Swimming,M,,Probable drowning & scavenging,,
26-Oct-1944,1944,Sea Disaster,philippines,,,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,,When survivors werer rescued on 10/27/1944 by PC 623 there were many sharks in the area,,
26-Oct-1944,1944,Sea Disaster,philippines,bernardino strait near gulf of leyte,,Swimming,M,,Fatal,,
25-Oct-1944,1944,Sea Disaster,philippines,off samar island in the gulf of leyte,,Swimming,M,,Injured,,
25-Oct-1944,1944,Unprovoked,philippines,,off cape engano,Parachuted into Pacific,M,,"Shark grazed leg, leaving toothmarks",,
Reported 23-Oct-1944,1944,Watercraft,australia,queensland,tewantin,Fishing,M,,No injury,,
03-Sep-1944,1944,Unprovoked,usa,maryland,north beach,Swimming,M,13,Injured,,
Sep-1944,1944,Unprovoked,caribbean sea,,,Fell overboard from US Navy PC boat,M,,Fatal,,
20-Aug-1944,1944,Unprovoked,south africa,kwazulu-natal,margate,Swimming,M,19,Fatal,14h00,
22-Jul-144,1944,Unprovoked,south africa,western cape province,hartenbos,Swimming,M,17,Fatal,16h30,White shark
23-Jun-1944,1944,Invalid,north pacific ocean,,aircraft went down on 6/12/1944. he survived on raft for 11 days and was 150 miles off guam when rescued,Unknown,M,,"When picked up by the USS Boyd DD 44 on 6/23/1944 his raft was ""surrounded by sharks""",,Invalid
31-May-1944,1944,Unprovoked,usa,florida,"atlantic beach, mayport,  duval county",Bathing,F,15,Injured,,Black shark
Reported 24-May-1944,1944,Unprovoked,samoa,,,Unknown,F,,Injured,,5' shark
04-May-1944,1944,Unprovoked,panama,caribbean sea,,Washed overboard by swell,M,,Fatal,,White shark
Apr-1944,1944,Unprovoked,nicaragua,lake nicaragua (fresh water),,Unknown,M,,Injured,,Bull shark
26-Mar-1944,1944,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Treading water,M,18,Injured,17h30,
26-Mar-1944,1944,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Standing,M,23,Fatal,10h00,
14-Mar-1944,1944,Unprovoked,south africa,kwazulu-natal,"country club beach, durban",Treading water,M,16,Injured,17h30,
27-Feb-1944,1944,Unprovoked,south africa,western cape province,false bay,Treading water,M,,Injured,>14h30,2.1 m [7'] shark
18-Feb-1944,1944,Unprovoked,india,,"triplicane beach, chennai",Bathing,M,12,Fatal,,
20-Jan-1944,1944,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Surfing,M,22,Fatal,13h15,
16-Jan-1944,1944,Watercraft,australia,western australia,"cottesloe, perth",Fishing,M,,No injury,,14' shark
14-Jan-1944,1944,Unprovoked,australia,new south wales,"first beach, forster",Surfing,M,14,Injured,17h00,
04-Jan-1944,1944,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Swimming,M,26,Fatal,17h50,
Some time between Apr & Nov-1944,1944,Sea Disaster,south pacific ocean,,,Adrift on raft,M,,Fatal,,
1944,1944,Sea Disaster,italy,adriatic sea,,B-24 aircraft crashed  into the sea,M,,Fatal,,
1944,1944,Unprovoked,new guinea,pacific ocean,,Fell overboard from USS Ward,M,,Fatal,,
12-Dec-1943,1943,Unprovoked,south africa,kwazulu-natal,"inyoni rocks, amazimtoti",Treading water,M,17,Fatal,11h30,
04-Dec-1943,1943,Sea Disaster,usa,south carolina,off charleston,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,,Injured,,
21-Nov-1943,1943,Unprovoked,south africa,eastern cape province,kei river mouth,Swimming,M,,Injured,,
11-Nov-1943,1943,Sea Disaster,pacific ocean,near the fiji islands,22º08's  : 178º06'w,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,,Injured,,
26-Oct-1943,1943,Invalid,usa,florida,victim was on said to be on tanker that collided off florida coast on 10-20-1943,Unknown,M,,"Hand, forearm, leg and pelvis recovered from 4.25 m  [14'] shark caught at Baker’s Haulover, Miami Beach on 26-Oct-1943",,Shark involvement prior to death unconfirmed
23-Sep-1943,1943,Unprovoked,panama,gulf of panama,"north shore of rey island, las perlas archipelago",Diving,M,20,Fatal,14h35,White shark
Aug-1943,1943,Sea Disaster,italy,40 miles south of naples,tyrrhenian sea,Swimming,M,,Injured,,
18-Jul-1943,1943,Sea Disaster,usa,florida,"40 miles off islamorada, near cay sal",Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,,Fatal,,
Jul-1943,1943,Watercraft,portugal,,sines,Fishing,M,,No injury,,
Jul-1943,1943,Invalid,mexico,veracruz,"villa del mar beach, veracruz",Swimming,M,68,No injury,Between 11h00 & 12h00,Invalid
16-Jun-1943,1943,Watercraft,australia,tasmania,triabunna,Fishing,M,18,No injury,,White shark
27-May-1943,1943,Invalid,pacific ocean,,,B-24 crashed during a search mission. Survivors in raft for 47 days ,M,,Injured,,Invalid
17-May-1943,1943,Sea Disaster,central pacific,,68 miles east of wallis island,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,26,"Jaw dislocated & contusions from many blows on legs & body by shark fins, rescued after 14 hours",,
17-May-1943,1943,Sea Disaster,central pacific,,68 miles east of wallis island,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",M,,Fatal,,
14-May-1943,1943,Sea Disaster,australia,queensland,off brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,F,Fatal,After 04h00,
Reported 01-May-1943,1943,Sea Disaster,indian ocean,,,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,,Injured,,Blue shark
5-Apr-1943,1943,Invalid,usa,hawaii,"3 miles from shore off mcgregor point, maui",Swimming,M,,On 29-Apr-1943 his remains (right forearm & swim trunks) were found in 4.9 m [16'] shark’s gut,,Shark involvement prior to death unconfirmed
21-Mar-1943,1943,Unprovoked,south africa,kwazulu-natal,"north beach, durban",Swimming,M,31,Fatal,16h10,
14-Mar-1943,1943,Sea Disaster,sierra leone,,,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",M,,Injured,,
02-Mar-1943,1943,Sea Disaster,brazil,,near the abrolhos archipelago,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,M,,Fatal,19h00,
02-Mar-1943 to 07-Mar-1943,1943,Sea Disaster,papua new guinea,morobe province,huon gulf,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",M,,"An estimated  3,000 to 7,000 Japanese troops perished, some were taken by sharks",,
26-Jan-1943,1943,Sea Disaster,pacific ocean,northwest of papua new guinea,,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,M,,Fatal,,
Summer 1943,1943,Unprovoked,mexico,veracruz,"villa del mar beach, veracruz",Swimming,M,,Fatal,,
1943,1943,Unprovoked,solomon islands,,guadalcanal,Swimming,M,,Arm severed,,
1943,1943,Unprovoked,iraq,,river tigris,Swimming,M,22,Injured,,
Fall 1943,1943,Unprovoked,usa,hawaii,"midway island, northwestern hawaiian islands",Fishing,M,,Calf nipped in each case,,"""small sharks"""
1943,1943,Unprovoked,usa,hawaii,"midway, northwestern hawaiian islands",Unknown,M,,"Unprovoked, but circumstances unknown",,
26-Dec-1942,1942,Unprovoked,australia,new south wales,"bantry bay, near ironstone point, middle harbor, sydney",Dog paddling or standing,F,15,Fatal,10h50,Bull shark
